gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
Female,0,No,No,38,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Female,1,No,No,35,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,0,Yes,DSL,No,Yes,Yes,No,Two year,Mailed check,No
Female,0,Yes,No,59,Yes,Fiber optic,No,No,Yes,Yes,Two year,Mailed check,No
Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,1,No,No,2,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,36,Yes,DSL,No,No,No,Yes,One year,Mailed check,No
Female,0,Yes,Yes,41,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,13,No,DSL,No,No,No,No,Month-to-month,Electronic check,No
Male,0,No,Yes,19,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,Yes,No,60,No,DSL,Yes,No,No,No,Two year,Bank transfer (automatic),No
Female,0,No,Yes,48,Yes,Fiber optic,No,Yes,Yes,No,Two year,Mailed check,Yes
Male,1,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,Yes
Male,0,Yes,No,69,Yes,Fiber optic,No,No,Yes,No,Two year,Mailed check,No
Male,0,No,No,43,No,DSL,No,Yes,No,Yes,One year,Electronic check,No
Female,0,No,Yes,11,No,DSL,Yes,No,No,No,One year,Mailed check,No
Female,0,Yes,No,45,Yes,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),No
Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Credit card (automatic),No
Female,1,Yes,No,2,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),No
Male,0,Yes,No,37,Yes,Fiber optic,No,Yes,Yes,No,Two year,Mailed check,No
Female,0,No,No,39,No,DSL,Yes,No,No,No,One year,Bank transfer (automatic),No
Female,0,No,No,41,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),No
Female,0,No,No,25,No,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,8,Yes,DSL,Yes,No,No,Yes,Two year,Credit card (automatic),No
Female,0,Yes,Yes,71,Yes,DSL,Yes,Yes,No,No,Two year,Mailed check,No
Male,0,No,No,5,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,No
Female,0,No,No,30,Yes,DSL,Yes,Yes,Yes,Yes,One year,Credit card (automatic),No
Male,0,No,No,40,Yes,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),No
Female,0,No,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,28,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),No
Male,0,Yes,Yes,18,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Female,0,No,No,2,No,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,59,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,No
Male,0,Yes,Yes,22,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,1,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,1,No,No,14,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,No,50,Yes,Fiber optic,No,No,Yes,Yes,One year,Electronic check,No
Female,0,Yes,Yes,48,Yes,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),No
Female,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Male,0,Yes,Yes,28,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,No
Male,1,No,No,68,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,No
Male,0,No,No,13,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,No,No,11,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,No
Female,0,Yes,No,3,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,1,Yes,No,57,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,3,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,Yes
Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,Yes,70,Yes,DSL,No,Yes,Yes,Yes,Two year,Electronic check,No
Female,0,Yes,Yes,49,Yes,DSL,No,No,Yes,Yes,Two year,Bank transfer (automatic),No
Female,1,Yes,No,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Credit card (automatic),No
Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,1,No,No,64,Yes,DSL,Yes,No,Yes,No,Two year,Credit card (automatic),Yes
Female,0,Yes,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),No
Female,1,No,No,2,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,1,Yes,No,13,No,DSL,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,No
Male,0,Yes,Yes,68,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,No,No,24,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,No
Male,0,No,No,27,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Male,0,No,No,12,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes
Female,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,Yes,Yes,67,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,4,Yes,DSL,No,No,No,Yes,Month-to-month,Electronic check,No
Female,1,No,No,40,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Credit card (automatic),Yes
Female,0,No,No,12,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,Yes,52,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Electronic check,No
Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,No
Male,0,No,No,68,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Bank transfer (automatic),No
Female,0,No,No,54,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,4,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,No,52,No,DSL,Yes,Yes,No,No,One year,Mailed check,No
Female,1,No,No,1,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,Yes
Male,0,Yes,No,70,Yes,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),No
Male,0,No,No,43,No,DSL,Yes,Yes,No,No,One year,Credit card (automatic),No
Male,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,No,No,12,No,DSL,Yes,Yes,No,Yes,Two year,Mailed check,No
Female,0,Yes,Yes,56,Yes,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),No
Male,0,No,Yes,0,Yes,DSL,Yes,No,No,No,Two year,Bank transfer (automatic),No
Male,0,No,No,42,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Male,1,Yes,No,22,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,Yes,51,No,DSL,Yes,Yes,Yes,Yes,One year,Electronic check,Yes
Male,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),No
Male,1,Yes,No,51,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Bank transfer (automatic),No
Male,0,No,Yes,4,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,35,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,Yes
Male,1,Yes,Yes,71,Yes,DSL,No,Yes,No,Yes,One year,Bank transfer (automatic),No
Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,14,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Male,0,Yes,No,57,Yes,DSL,Yes,No,No,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,No,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,Yes,Yes,4,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Mailed check,No
Male,0,Yes,Yes,31,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,No
Male,0,No,No,38,Yes,DSL,No,Yes,No,Yes,One year,Mailed check,Yes
Male,1,Yes,No,37,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,1,No,No,57,Yes,DSL,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,1,Yes,No,62,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,Yes,No,3,No,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,No,Yes,29,No,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,No
Male,0,Yes,Yes,13,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,No,Yes,3,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,No,No,11,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,No
Female,0,No,Yes,21,No,DSL,Yes,Yes,Yes,No,Two year,Mailed check,No
Female,0,No,No,19,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),No
Male,0,No,No,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),Yes
Female,0,No,No,11,Yes,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,0,Yes,Yes,35,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,No
Male,0,No,Yes,25,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,Yes
Female,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,No,No,19,No,DSL,No,Yes,Yes,No,Month-to-month,Electronic check,Yes
Male,0,No,No,56,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,Yes
Male,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),No
Male,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,0,Yes,Yes,55,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,No
Male,0,Yes,Yes,2,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,Yes
Male,0,No,No,27,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,No
Female,0,No,No,13,Yes,Fiber optic,No,No,No,No,Month-to-month,Mailed check,No
Female,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Mailed check,No
Female,0,Yes,No,14,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Mailed check,Yes
Female,0,Yes,Yes,19,Yes,Fiber optic,No,No,No,Yes,One year,Bank transfer (automatic),No
Female,0,No,No,20,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,Yes,43,Yes,Fiber optic,Yes,Yes,No,No,One year,Credit card (automatic),No
Male,0,Yes,Yes,5,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Mailed check,No
Female,1,Yes,No,70,Yes,Fiber optic,No,No,Yes,Yes,One year,Bank transfer (automatic),No
Female,0,Yes,No,40,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,No,No,39,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,No
Male,1,Yes,No,4,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,No,No,15,No,DSL,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,No,1,No,DSL,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Female,1,No,No,45,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,No,64,No,DSL,Yes,Yes,No,Yes,Two year,Electronic check,Yes
Female,1,Yes,No,57,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),No
Male,0,Yes,Yes,72,Yes,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),No
Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,Yes
Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,No,No,3,Yes,DSL,Yes,No,No,Yes,Two year,Mailed check,No
Male,1,No,No,55,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,59,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,No
Female,0,No,No,18,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes
Male,1,Yes,No,32,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),Yes
Female,0,No,No,4,Yes,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,1,No,No,66,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),Yes
Male,0,No,No,27,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,No
Male,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),No
Male,0,Yes,Yes,60,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Male,0,No,No,7,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,53,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,No
Female,1,No,No,18,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),No
Female,0,No,No,15,No,DSL,No,No,No,Yes,Two year,Mailed check,No
Male,0,Yes,No,67,Yes,Fiber optic,No,No,Yes,No,One year,Bank transfer (automatic),No
Male,1,Yes,No,6,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,Yes
Male,1,No,No,6,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,No
Male,0,No,No,13,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Mailed check,Yes
Female,0,No,No,11,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Male,0,No,No,5,Yes,DSL,Yes,No,No,No,Month-to-month,Mailed check,No
Male,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,No
Female,0,Yes,No,9,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),Yes
Male,0,No,No,29,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Mailed check,No
Male,1,No,No,1,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,No
Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,Yes
Female,0,Yes,Yes,18,Yes,DSL,No,No,Yes,No,Month-to-month,Mailed check,No
Female,0,Yes,No,2,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),No
Male,0,Yes,Yes,30,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Male,0,No,Yes,66,Yes,DSL,Yes,No,No,No,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,38,Yes,Fiber optic,No,Yes,Yes,No,Two year,Bank transfer (automatic),No
Male,0,Yes,Yes,44,Yes,DSL,No,Yes,No,No,Month-to-month,Mailed check,No
Female,0,No,No,54,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,No
Female,0,No,No,42,Yes,DSL,Yes,No,No,Yes,One year,Mailed check,No
Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Male,0,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,No
Female,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,Yes
Female,0,No,No,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Mailed check,No
Female,0,No,No,37,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),Yes
Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,Yes
Female,1,No,No,4,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,48,Yes,DSL,Yes,No,No,No,One year,Bank transfer (automatic),No
Female,1,No,No,3,No,DSL,No,No,No,No,Month-to-month,Electronic check,Yes
Female,0,Yes,No,8,Yes,DSL,Yes,No,No,Yes,Two year,Mailed check,No
Male,0,No,No,1,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Male,0,No,No,67,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Male,0,No,No,13,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,Yes,45,Yes,DSL,No,No,No,No,One year,Credit card (automatic),Yes
Male,0,No,No,49,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),No
Female,0,Yes,No,63,Yes,Fiber optic,Yes,Yes,No,No,One year,Credit card (automatic),No
Female,0,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),No
Female,0,Yes,No,31,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,No
Female,0,Yes,No,64,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),No
Female,0,Yes,No,62,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Electronic check,No
Female,0,No,No,1,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),Yes
Female,0,No,No,6,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,Yes
Female,0,Yes,No,21,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,No
Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),No
Female,0,Yes,Yes,32,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,No
Female,1,No,No,71,Yes,Fiber optic,Yes,No,Yes,No,One year,Credit card (automatic),No
Female,0,No,Yes,34,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),No
Male,0,Yes,No,3,No,DSL,No,No,No,Yes,Month-to-month,Electronic check,Yes
Male,0,No,Yes,12,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),Yes
Female,1,No,No,8,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,Yes
